Id,Hour1,Hour2,Hour3,Lat,Lon,Posts,FrMeanLat,FrMeanLon
53855,12,15,11,35.776,139.658,78,35.678,139.672
53856,14,25,25,35.870,128.591,1,40.399,-105.726
53857,22,3,25,47.599,-122.332,3,47.614,-122.343
53858,3,23,22,32.776,-79.930,9,32.888,-79.983
53859,19,16,15,37.332,-79.936,15,38.232,-122.636
53860,7,25,25,37.521,126.974,1,0.000,0.000
53862,4,3,5,26.302,127.761,65,13.100,63.837
53863,8,18,4,46.010,8.958,8,41.244,-8.471
53864,14,12,4,35.742,139.648,81,35.741,139.640
53865,17,25,25,44.866,-0.533,3,44.880,-0.526
53866,21,23,3,41.126,-85.106,48,41.671,-86.264
53867,19,15,17,42.037,-88.281,3,39.468,-82.257
53868,17,25,25,33.745,-117.867,1,34.100,-117.767
53869,3,4,5,37.774,-122.419,746,36.807,-97.308
53870,1,23,22,42.374,-71.150,161,39.534,-91.874
53871,1,0,2,29.728,-95.444,1623,31.650,-88.299
53872,18,1,22,43.425,-84.015,26,39.101,-93.768
53873,2,20,3,33.639,-112.066,33,35.867,-102.241
53874,7,6,25,30.068,-81.860,2,39.145,-75.386
53876,22,21,23,34.019,-118.491,731,32.400,-112.765
53877,11,19,12,26.422,-80.088,3,26.635,-80.096
53878,4,25,25,-38.754,-72.635,2,-12.856,-85.157
53879,15,12,21,51.519,-0.108,26,40.660,3.896
53880,7,6,1,35.467,139.398,17,35.578,139.496
53883,21,15,17,32.448,-81.783,9,33.762,-84.370
53884,17,25,25,38.627,-90.188,2,32.783,-96.806
53885,16,13,23,42.384,-71.414,4,37.770,-122.425
53886,2,22,17,37.801,-122.272,45,39.877,-105.132
53887,9,25,25,19.729,-155.090,1,19.720,-155.083
53888,17,19,20,37.331,-122.030,136,40.934,-90.265
53889,19,22,25,42.942,-88.061,3,42.749,-90.798
53891,1,25,25,-22.902,-43.207,2,-20.591,-40.417
53892,19,16,3,41.803,-87.602,6,45.107,-93.238
53893,5,20,1,37.795,-122.254,13,39.788,-75.588
53894,22,18,11,41.223,-96.045,6,41.136,-95.890
53895,15,17,12,0.000,0.000,1065,36.233,-93.916
53896,22,25,25,37.562,-122.325,1,35.373,-88.922
53897,22,4,21,40.757,-73.985,7,40.458,-74.721
53898,1,13,3,22.283,113.900,46,24.791,101.093
53899,18,15,20,53.283,-6.291,13,52.206,-23.313
53900,17,16,1,37.947,-122.060,154,37.412,-102.078
53901,18,0,25,47.606,-122.332,2,47.606,-122.332
53902,3,8,5,-37.916,145.133,5,-37.910,145.134
53903,0,18,4,0.000,0.000,98,53.516,-113.318
53904,15,21,22,34.401,-85.709,206,34.940,-85.218
53905,15,16,17,33.349,-111.950,16,33.543,-112.179
53906,4,21,20,42.359,-71.057,3,51.536,-0.103
53907,3,14,20,40.068,-75.325,15,40.114,-76.227
53908,13,25,25,50.828,-0.139,1,53.520,-4.453
53910,0,15,18,42.579,-84.443,4,42.598,-84.472
53911,7,25,25,42.785,-88.405,1,43.061,-89.402
53912,20,25,25,47.482,-122.217,1,47.706,-122.246
53913,18,25,25,37.884,-122.471,1,34.046,-118.448
53914,0,22,1,35.014,-80.696,153,37.451,-78.395
53915,20,25,25,51.613,-0.249,1,31.046,34.851
53916,23,21,17,69.533,19.103,4,69.666,18.966
53917,22,1,2,19.449,-99.216,63,30.757,-76.556
53918,15,14,12,52.699,5.226,32,53.240,6.624
53919,21,25,25,53.366,9.933,1,32.529,41.319
53920,20,23,13,46.812,-71.214,6,1.352,103.819
53922,23,25,25,33.627,-84.366,1,39.768,-76.679
53923,18,21,25,52.266,10.533,4,53.054,8.822
53924,12,11,13,31.416,73.083,827,34.435,11.600
53925,8,9,7,30.296,-97.748,24,30.273,-97.739
53926,2,14,1,-6.211,106.845,5,43.093,141.341
53927,6,4,7,38.917,-94.532,7,30.420,-97.671
53929,11,4,9,-19.297,146.742,58,21.663,24.855
53930,3,17,6,33.457,-112.075,59,34.036,-113.428
53931,14,1,25,-34.366,150.900,2,-33.766,150.916
53932,20,11,16,53.757,-2.704,14,53.889,-2.758
53933,13,11,20,50.116,8.683,3,49.928,8.545
53934,22,15,23,51.229,-2.318,4,51.497,-0.136
53936,12,15,25,41.060,-75.774,2,41.290,-75.890
53937,3,4,19,49.216,-122.982,252,39.927,-88.988
53938,21,4,7,34.048,-118.257,189,34.771,-117.069
53939,16,0,23,39.161,-76.830,826,37.543,-75.455
53940,0,25,25,51.536,-0.103,1,1.366,103.800
53941,5,15,4,38.890,-77.084,7,44.811,20.464
53942,6,2,3,43.174,-85.285,28,41.681,-85.976
53943,16,22,25,36.082,-115.167,3,36.110,-115.206
53944,14,6,8,-37.809,144.961,8,-7.778,60.905
53946,3,25,25,47.681,-122.208,1,47.606,-122.332
53948,5,25,25,21.306,-157.858,1,34.048,-118.243
53949,19,18,25,52.953,-1.150,2,40.247,-74.811
53950,20,12,7,51.216,4.416,4,4.957,73.858
53951,0,16,14,51.473,-0.447,47,38.835,-104.817
53952,11,25,25,51.586,-1.420,1,51.514,-0.129
53953,12,20,22,42.436,-71.504,6,38.673,-91.718
53954,21,7,8,55.577,12.951,114,59.329,18.062
53955,6,0,25,25.228,55.260,2,7.578,0.102
53956,21,14,25,42.267,-89.086,2,42.271,-89.093
53958,14,20,22,48.432,-123.369,12,37.975,-87.082
53959,2,9,17,39.739,-104.984,8,32.675,-43.510
53960,20,22,17,50.933,6.861,349,41.106,-29.954
53961,0,22,18,0.000,0.000,53,21.600,-158.101
53962,0,18,15,42.813,-71.560,3,42.861,-71.625
53963,16,2,25,45.535,-122.621,3,37.235,-122.099
53964,3,25,25,39.742,-104.986,1,39.749,-104.973
53965,16,18,11,53.796,-1.547,6,51.752,-1.255
53966,14,15,10,59.275,15.210,30,59.323,15.464
53967,1,5,8,37.242,-121.905,11,41.057,-122.386
53968,5,20,23,33.745,-117.867,48,29.379,-130.739
53969,16,25,25,41.393,-73.450,1,40.035,-86.747
53970,20,25,25,37.774,-122.419,1,47.675,-122.385
53971,16,15,2,32.985,-97.144,2100,32.648,-100.074
53972,15,22,25,40.436,-79.979,2,40.436,-79.979
53973,6,1,2,34.078,-118.318,28,42.119,-71.325
53974,2,14,1,39.081,-77.102,52,25.715,-40.763
53975,17,22,20,0.000,0.000,32,32.459,-20.247
53976,13,5,4,0.000,0.000,90,35.730,139.409
53977,6,14,25,-33.916,151.266,4,-33.916,151.241
53978,17,12,25,36.838,-76.118,8,36.849,-76.126
53979,21,25,25,30.267,-97.743,1,30.463,-98.105
53980,14,19,18,41.839,-71.438,12,43.713,-51.375
53981,11,0,14,31.191,121.384,6,33.579,130.422
53983,17,0,18,40.805,-77.857,164,40.807,-77.860
53984,15,14,3,42.503,-85.418,81,34.790,-79.733
53985,23,21,18,30.297,-97.801,26,32.883,-55.158
53987,15,25,25,33.846,-84.356,1,33.856,-84.213
53988,7,5,4,45.523,-122.698,298,33.779,-84.369
53989,22,23,3,35.699,139.413,259,29.258,110.192
53990,13,14,12,-33.450,-70.666,52,-22.428,-68.927
53991,3,20,19,19.757,-72.204,15,39.215,-55.106
53993,20,16,14,39.896,-75.031,17,41.062,-82.262
53994,22,25,25,53.210,6.571,2,53.096,6.547
53995,17,22,7,53.413,-2.948,52,52.196,0.996
53996,15,16,25,60.348,15.757,2,60.483,15.416
53997,23,21,25,37.774,-122.419,2,37.758,-122.402
53999,16,22,19,39.768,-94.846,30,39.769,-94.798
54000,21,20,25,44.947,-93.102,3,39.228,-102.579
54001,1,23,21,41.958,-87.656,31,6.158,57.333
54004,8,22,15,52.625,1.294,27,53.034,-0.542
54005,12,11,25,42.033,12.366,3,26.237,-80.124
54007,22,4,23,-33.733,151.083,11,-33.647,150.392
54008,0,23,19,43.155,-77.593,31,39.781,31.465
54009,18,5,17,36.922,-80.013,10,37.248,-79.138
54010,2,25,25,44.979,-93.263,1,40.629,-73.976
54011,4,3,22,38.019,-122.134,101,37.731,-122.165
54012,1,2,0,39.746,-104.999,22,39.832,-105.081
54013,0,25,25,52.011,4.360,1,40.804,-73.966
54014,5,20,25,36.165,-86.784,2,0.000,0.000
54016,2,25,25,37.530,-122.245,2,40.956,-102.609
54017,8,9,20,34.146,-119.197,76,37.602,-101.801
54018,7,10,14,51.416,-0.188,3,46.804,-41.794
54019,10,20,18,52.366,13.750,10,52.520,13.399
54020,19,10,0,25.608,-80.399,4,25.724,-80.317
54022,22,1,23,37.671,-122.479,41,38.184,-113.715
54023,9,4,6,35.450,139.650,9,35.400,139.533
54024,22,25,25,38.683,-9.150,1,38.232,-122.636
54025,12,11,5,35.704,139.599,4,34.725,135.500
54027,4,8,25,39.907,116.397,7,35.596,116.991
54029,3,25,25,35.042,135.783,4,29.273,114.233
54030,15,16,25,52.529,13.409,3,52.531,13.407
54031,21,16,1,30.265,-97.749,25,30.987,-59.403
54032,0,1,3,34.178,-118.396,296,34.112,-118.296
54033,2,23,4,40.014,-105.270,25,39.876,-105.106
54034,16,0,23,53.452,-6.201,21,40.633,-8.650
54035,21,4,1,43.601,-116.217,55,38.122,-101.640
54036,23,12,25,36.000,138.000,2,35.696,139.412
54038,5,8,7,33.583,130.400,9,33.233,131.606
54039,10,13,7,45.184,9.161,5,37.015,8.841
54040,14,0,17,40.452,-80.001,954,40.058,-82.371
54041,19,20,16,40.724,-73.972,10,38.506,-88.589
54042,6,5,3,34.489,133.363,68,31.032,119.252
54043,14,16,23,47.612,-122.333,30,26.864,-35.124
54044,5,25,25,35.994,-78.898,1,38.794,-92.460
54045,16,25,25,42.600,-83.288,1,42.464,-83.376
54046,2,18,4,40.518,-74.412,38,47.567,-122.632
54047,10,21,19,50.919,5.567,4,51.014,5.308
54048,16,19,1,39.671,-104.977,99,39.886,-105.334
54049,3,7,2,48.846,-122.591,42,48.808,-122.513
54050,9,21,20,51.526,-0.085,7,51.339,0.037
54051,17,25,25,38.627,-90.197,1,41.123,-84.644
54052,1,4,17,38.600,-90.432,5,35.767,-91.097
54053,23,16,22,40.582,-4.128,4,40.574,-27.252
54054,19,25,25,48.130,11.532,1,48.137,11.574
54055,17,16,2,37.787,-122.397,76,38.561,-114.787
54056,18,25,25,52.516,13.400,2,50.709,10.617
54058,18,25,25,26.563,-81.750,2,28.532,-81.468
54059,0,20,23,37.789,-122.414,317,33.460,-81.882
54061,5,25,25,12.150,-86.268,2,37.804,-122.270
54062,22,17,0,39.933,-105.055,10,43.797,-116.442
54063,14,16,25,42.638,-83.291,2,42.485,-83.377
54064,11,10,25,51.489,-0.223,3,38.581,-21.904
54065,1,0,16,42.612,-71.233,115,38.461,-76.073
54066,17,9,21,50.693,-2.104,13,38.357,-19.018
54067,20,18,22,30.267,-97.743,35,36.117,-106.057
54068,9,12,18,52.395,5.276,15,51.926,4.596
54069,2,3,17,42.343,-71.104,22,38.324,-79.982
54070,23,0,13,39.099,-76.848,2100,30.120,-62.207
54071,19,18,3,33.680,-117.659,20,36.123,-119.554
54072,21,18,8,38.789,-90.177,17,38.947,-76.570
54073,21,4,16,30.176,-85.805,8,13.739,-27.528
54074,15,25,25,41.397,2.158,1,41.383,2.178
54075,23,5,0,39.953,-74.197,3,40.718,-73.983
54076,14,15,23,40.331,-3.755,272,36.600,-121.894
54077,7,25,25,34.139,-117.977,1,34.186,-118.541
54078,23,14,22,-23.547,-46.636,12,-23.527,-47.542
54080,23,25,25,26.215,-98.325,3,51.508,-0.371
54081,21,25,25,41.823,-71.412,1,41.665,-71.444
54083,0,19,17,33.664,-84.172,320,35.788,-91.111
54086,1,18,19,30.268,-97.744,287,33.201,-93.639
54087,22,19,18,37.271,-119.270,13,33.646,-117.689
54088,23,1,22,37.983,23.733,4,37.966,23.694
54090,9,12,20,51.523,-0.112,78,49.549,-17.583
54091,3,4,6,37.947,-122.335,27,38.107,-122.569
54092,23,22,0,40.729,-73.978,163,40.833,-92.472
54093,19,25,25,45.547,-73.546,1,42.045,-81.022
54094,0,17,25,32.783,-96.806,2,32.999,-96.969
54095,16,15,18,44.980,-93.268,46,44.972,-93.311
54096,22,3,6,34.614,-120.079,52,37.092,-110.817
54099,13,14,11,41.820,-87.978,151,42.263,-87.742
54100,2,25,25,32.869,-117.227,1,38.259,-89.749
54101,9,11,15,48.503,8.474,38,37.940,8.694
54103,11,2,17,55.804,37.535,18,55.802,37.803
54104,1,19,20,47.918,-97.074,51,47.585,-94.921
54105,2,11,10,5.550,-0.216,1239,38.296,-60.050
54106,20,18,21,51.752,-1.255,8,46.635,-41.005
54107,17,18,5,47.613,-122.327,126,42.862,-121.425
54108,18,17,11,58.448,6.006,22,59.892,10.610
54109,12,25,25,43.669,-79.382,1,42.762,-85.932
54110,17,16,6,59.162,17.645,162,59.084,15.706
54111,6,18,25,41.285,-72.447,2,45.520,-122.677
54112,19,23,20,41.717,-93.587,1871,38.973,-92.110
54113,10,4,5,47.685,-122.180,26,47.658,-122.268
54114,18,6,17,57.692,11.952,19,58.511,14.993
54115,15,23,18,38.969,-77.386,30,45.072,-38.841
54116,9,23,2,34.136,-118.353,13,34.257,-118.467
54117,9,22,25,51.016,-1.400,3,51.068,-1.222
54118,10,16,17,0.000,0.000,38,38.368,-0.471
54119,12,8,7,38.744,-9.146,3,40.809,-6.376
54120,16,25,25,26.256,-80.193,1,28.542,-81.378
54121,12,4,11,35.697,139.413,610,34.380,129.653
54123,18,0,23,42.095,-89.978,537,28.381,-80.713
54124,18,17,19,58.609,16.151,430,59.047,16.383
54125,4,3,2,42.998,-78.187,61,38.232,-122.636
54128,4,25,25,-44.733,170.466,3,30.762,-86.570
54129,12,11,2,35.658,139.700,196,36.610,127.737
54130,22,21,25,33.615,-83.961,2,33.747,-84.376
54131,19,13,1,42.963,-85.668,46,42.943,-85.616
54132,8,3,16,0.000,0.000,5,0.000,0.000
54133,21,19,0,0.000,0.000,63,0.000,0.000
54134,20,6,12,34.089,-118.280,10,34.121,-118.423
54135,13,18,11,51.452,-0.189,59,40.080,7.642
54137,4,25,25,35.652,-97.478,1,32.783,-96.806
54138,18,17,19,51.562,5.095,50,52.186,6.003
54139,18,11,9,47.433,9.650,10,48.862,9.075
54141,2,1,4,40.757,-73.985,6,29.063,-28.439
54142,20,16,1,40.012,-75.263,14,40.745,-73.978
54143,22,17,0,36.063,-94.160,7,36.101,-94.168
54144,22,21,12,48.842,2.325,447,42.862,3.178
54145,23,25,25,-38.138,176.245,1,0.000,0.000
54146,15,4,1,35.208,137.098,26,36.613,90.829
54147,8,25,25,32.754,-117.173,1,39.170,-119.838
54148,20,9,14,52.000,-0.983,7,50.813,-13.902
54149,15,1,21,40.768,-74.145,6,33.932,-84.069
54150,22,25,25,0.000,0.000,1,28.103,109.405
54152,6,8,25,48.879,2.363,6,47.981,3.868
54153,2,25,25,35.910,-79.075,1,35.910,-79.075
54154,4,18,14,38.919,-94.284,65,39.027,-94.583
54155,4,3,11,-34.588,-58.408,5,4.625,-84.113
54156,12,3,22,40.714,-74.014,61,40.741,-73.988
54157,22,10,15,51.500,-0.316,19,51.515,-0.244
54158,2,22,18,36.216,-114.974,16,37.282,-109.977
54159,2,23,17,44.046,-82.994,22,42.438,-83.567
54160,14,5,4,35.633,139.616,20,35.624,139.608
54161,14,25,25,37.795,-122.393,1,40.742,-73.987
54162,19,8,9,46.250,-94.250,208,38.739,-56.592
54163,5,23,4,39.614,-105.134,4,38.646,-87.655
54164,11,16,18,41.497,-81.565,22,40.721,-81.941
54165,13,15,22,26.358,-80.083,31,25.195,-76.775
54166,2,22,3,42.423,-71.153,4,42.382,-71.119
54167,1,20,16,37.792,-122.410,44,37.117,-93.690
54168,0,22,18,37.940,-87.527,195,37.933,-87.786
54169,14,18,25,51.534,0.712,3,51.549,0.635
54170,9,4,10,-27.478,153.022,65,-27.468,153.030
54171,22,19,16,30.505,-97.820,82,35.279,-91.301
54172,3,1,2,41.308,-72.928,76,39.336,-101.316
54173,22,25,25,43.704,-79.452,1,43.738,-79.374
54174,18,4,16,37.731,-121.911,90,40.250,-122.253
54175,11,7,12,45.058,7.649,153,48.570,7.565
54176,0,20,2,41.887,-87.620,20,41.320,-80.312
54177,2,1,3,47.037,-122.900,34,47.444,-122.300
54178,17,11,10,35.619,139.726,14,35.633,139.650
54179,9,23,16,55.694,12.570,5,55.693,12.547
54180,0,21,3,38.765,-121.261,137,35.140,-108.053
54181,15,12,9,51.508,-0.125,4,51.495,-0.158
54182,19,25,25,25.252,55.280,1,29.574,45.392
54183,9,8,18,46.866,7.150,11,0.000,0.000
54184,0,25,25,49.249,-123.119,1,49.266,-123.112
54185,20,18,17,54.645,-5.826,46,53.112,-3.368
54186,3,21,20,47.615,-122.347,130,41.379,-96.566
54187,0,15,11,35.685,139.751,21,34.154,87.726
54188,2,14,0,32.806,-96.737,201,29.486,-86.033
54189,1,23,17,39.165,-86.526,633,38.892,-91.046
54190,3,4,5,47.537,-122.376,17,47.444,-122.300
54191,3,0,1,39.719,-105.145,13,39.737,-105.059
54192,21,15,9,28.467,-16.260,747,33.831,-7.693
54194,2,0,18,40.714,-74.005,26,40.724,-73.998
54195,21,25,25,41.831,-88.010,2,40.260,-82.621
54196,3,15,7,41.466,-73.485,6,47.611,-122.334
54197,18,8,6,33.702,-117.891,62,26.841,-94.220
54198,7,13,16,32.815,34.989,4,40.556,18.338
54199,18,17,25,43.096,12.382,2,41.838,14.569
54200,21,19,18,51.073,-113.931,147,51.079,-113.988
54201,5,8,4,35.046,135.786,16,21.031,105.852
54202,21,25,25,38.452,-105.213,1,40.014,-105.270
54203,13,20,25,50.833,4.355,2,51.350,3.300
54204,4,1,0,39.245,-119.946,24,41.150,-94.521
54205,0,22,18,32.472,-99.734,5,44.930,-93.362
54206,18,11,14,48.853,2.348,82,47.145,1.963
54207,20,22,16,42.338,-71.109,44,39.292,-73.593
54208,1,25,25,34.090,-118.361,1,34.085,-118.369
54210,0,1,20,36.583,-79.426,11,38.791,-77.605
54211,20,13,2,30.166,-96.397,18,37.231,-106.912
54212,8,25,25,53.583,-2.766,1,53.219,16.920
54213,19,21,17,35.651,-78.833,15,35.293,-78.432
54214,21,22,19,44.830,-87.374,29,41.978,-87.901
54215,19,0,20,39.725,-104.951,15,40.557,-97.166
54216,21,22,2,41.188,-96.054,94,35.825,-117.267
54217,14,11,4,51.260,0.844,36,36.978,15.209
54218,5,25,25,31.222,121.458,1,33.379,130.573
54219,0,1,3,47.667,-122.384,6,44.331,-122.365
54220,11,9,13,57.133,-2.100,295,52.003,-20.046
54221,23,17,5,0.000,0.000,317,39.731,-104.962
54223,20,12,14,53.378,-1.465,22,53.720,-1.873
54224,14,25,25,30.410,-91.195,2,18.472,-66.715
54225,9,8,23,48.853,2.348,21,48.592,-22.585
54226,0,18,3,37.479,-122.450,292,33.781,-84.397
54227,16,20,21,30.267,-97.743,101,35.136,-94.912
54228,10,25,25,48.900,2.311,1,48.860,2.353
54229,4,6,15,39.739,-104.984,8,46.250,-94.250
54231,19,20,18,51.183,0.066,2100,36.942,-52.002
54232,22,20,21,47.657,-122.143,133,45.334,-103.083
54234,3,6,16,35.837,-90.715,14,35.835,-90.704
54235,20,25,25,32.792,-79.878,3,33.018,-80.175
54236,8,19,7,53.569,-1.787,4,53.510,-2.471
54237,22,0,21,40.099,-83.113,115,34.445,-68.392
54238,3,19,21,39.954,-75.177,22,39.979,-75.062
54239,10,15,11,41.649,0.610,19,37.981,-4.287
54241,10,5,3,33.583,130.333,200,31.585,122.943
54242,9,10,8,-2.968,119.898,179,3.271,98.680
54243,0,1,12,29.953,-90.074,24,42.967,-87.877
54244,23,0,18,37.573,-77.537,180,38.337,-90.335
54245,21,25,25,40.780,-73.974,1,34.843,-77.547
54246,20,19,23,47.443,-122.298,109,40.424,-111.706
54247,4,3,25,34.241,-87.617,2,25.500,-88.400
54248,5,22,8,38.619,-90.350,3,38.700,-90.409
54249,11,12,13,35.480,139.409,43,35.661,139.644
54250,2,22,19,41.850,-87.650,34,41.929,-87.667
54251,14,0,25,43.700,-79.416,2,37.565,-92.286
54252,0,25,25,38.800,-9.383,1,33.091,-9.826
54253,6,25,25,35.967,-95.815,1,47.651,-122.404
54254,4,19,21,32.867,-117.211,4,32.715,-117.157
54255,18,0,21,46.877,-96.789,316,46.865,-96.779
54257,8,16,3,26.215,-98.325,9,26.258,-98.244
54258,3,7,2,42.269,-83.739,8,29.948,-90.130
54259,9,0,16,52.436,9.575,15,47.512,-15.817
54260,19,20,23,21.301,-157.842,156,21.361,-157.908
54261,18,19,4,36.233,-115.246,17,38.606,-93.562
54262,19,3,25,41.013,28.949,3,40.446,30.885
54263,14,25,25,0.000,0.000,2,29.588,-98.385
54264,2,19,3,39.739,-104.984,750,37.551,-90.018
54265,22,25,25,37.781,-122.395,1,28.043,-105.609
54266,23,19,1,37.339,-121.894,63,38.116,-92.193
54267,7,8,25,47.625,-122.356,2,47.606,-122.332
54268,16,25,25,43.270,-5.846,1,34.587,-27.410
54269,15,14,7,42.358,-71.059,33,43.911,-76.348
54270,0,1,3,40.440,-79.995,4,40.348,-79.966
54271,12,1,4,-35.431,149.092,16,-22.019,114.869
54272,23,17,18,42.886,-78.878,33,41.156,-76.684
54273,18,25,25,38.641,-83.744,1,43.759,-45.936
54274,14,19,18,39.548,-104.855,19,39.539,-104.854
54276,19,23,17,37.779,-122.390,144,36.299,-117.844
54277,14,15,10,0.000,0.000,167,31.643,120.012
54279,16,21,0,-12.933,-74.250,5,39.689,-104.980
54280,6,4,20,42.726,-71.190,14,17.735,-54.275
54281,21,0,19,40.028,-75.620,34,40.477,-65.890
54282,16,18,17,43.645,-79.409,13,53.206,-6.177
54283,10,9,12,51.457,-0.192,54,21.049,36.091
54284,20,25,25,32.783,-96.806,1,32.832,-96.811
54285,19,20,6,37.779,-122.420,12,36.727,8.665
54286,3,25,25,37.774,-122.419,2,37.580,-122.343
54287,13,0,1,30.363,-89.101,20,35.365,-89.295
54288,10,12,14,25.120,121.501,3,25.050,121.519
54289,6,2,1,33.783,-118.131,30,33.674,-117.963
54290,11,22,2,53.480,-2.237,4,53.500,-2.216
54291,2,1,0,-33.863,151.207,153,-15.080,91.667
54292,20,3,21,47.606,-122.332,666,46.199,-111.278
54293,0,20,1,37.368,-122.036,13,40.440,-79.995
54294,12,10,1,41.388,2.158,10,41.858,-39.200
54295,15,22,4,51.584,-0.117,17,45.589,-52.633
54296,14,23,4,1.600,103.816,54,0.127,88.687
54297,22,21,25,44.564,-123.280,2,41.877,-87.629
54298,15,9,25,53.293,-6.153,2,53.324,-6.265
54299,15,1,0,35.842,-78.559,81,35.783,-78.608
54300,18,25,25,40.714,-74.005,1,40.107,-83.672
54301,14,16,3,36.218,-115.264,2100,35.582,-113.048
54302,9,18,25,47.978,-122.202,2,48.009,-122.285
54303,8,25,25,-33.840,151.207,1,-2.854,79.485
54304,14,15,2,39.102,-94.581,1075,35.739,-82.452
54305,2,3,5,38.694,-121.190,40,33.830,-118.175
54306,15,25,25,56.250,12.866,1,55.177,11.704
54307,19,14,3,37.539,-77.519,7,32.308,-79.482
54308,4,5,25,40.704,-74.190,3,38.766,-77.114
54309,18,21,5,34.217,-118.482,223,39.653,-92.654
54310,21,19,10,-25.706,28.229,818,26.226,50.489
54311,20,18,7,51.429,-0.131,55,51.597,-0.032
54312,23,19,21,51.517,-0.205,10,51.500,-0.191
54314,20,25,25,32.717,-100.917,1,47.649,-122.346
54315,19,1,2,9.901,-83.684,31,30.951,-54.420
54316,3,0,25,32.735,-97.108,5,41.997,-93.646
54317,19,1,2,33.853,-118.133,3,33.937,-113.440
54318,15,25,25,55.697,12.541,2,55.687,12.561
54319,3,23,25,42.416,-88.073,2,39.732,-97.939
54320,15,3,21,39.869,-86.248,365,0.000,0.000
54323,21,11,12,56.673,16.355,121,58.097,16.444
54324,4,3,5,37.774,-122.419,165,38.443,-94.848
54325,17,6,21,47.606,-122.332,4,40.843,-120.326
54326,15,10,12,35.701,139.513,1456,33.168,118.909
54327,2,21,17,32.783,-96.806,103,41.603,-85.363
54328,0,6,23,21.306,-157.858,74,21.352,-157.878
54329,19,25,25,34.052,-118.243,1,36.968,-87.888
54330,0,3,21,39.952,-75.163,29,39.671,-78.176
54331,21,0,1,39.969,-83.004,30,38.493,-95.703
54332,8,10,6,31.914,131.420,24,31.931,131.411
54334,23,4,16,45.523,-122.676,9,43.857,-118.255
54335,17,25,25,53.796,-1.547,3,51.827,-0.605
54336,16,1,3,0.000,0.000,45,35.613,-77.372
54337,20,23,22,34.148,-118.396,810,34.051,-96.540
54339,12,10,25,35.000,105.000,2,13.506,144.806
54340,23,25,25,33.774,-84.296,2,36.973,-121.950
54344,21,17,22,32.794,-116.962,3,39.099,-76.848
54346,16,22,18,44.955,-93.474,62,40.650,-90.546
54347,18,16,20,30.312,-81.681,96,30.145,-81.543
54348,11,14,10,59.329,18.062,13,59.329,18.062
54351,21,13,8,42.472,14.208,33,36.837,9.641
54352,16,8,6,29.763,-95.363,6,51.481,-0.190
54353,7,8,9,0.000,0.000,912,20.469,-26.576
54354,1,23,3,33.679,-117.971,6,34.098,-118.326
54356,22,0,20,39.950,-75.201,16,40.116,-82.840
54357,19,17,16,27.726,-82.742,268,33.348,-69.417
54358,2,1,0,-41.166,146.334,28,-35.156,148.945
54359,0,18,23,31.223,-85.390,269,32.925,-84.658
54360,22,1,0,33.891,-84.247,338,32.341,-70.302
54361,14,17,8,43.921,10.923,5,39.039,-94.586
54362,5,6,3,30.394,-95.373,537,25.238,-74.852
54363,1,2,0,39.759,-104.985,235,39.727,-104.985
54364,18,19,1,40.484,-88.993,474,41.850,-87.650
54365,15,0,20,34.028,-84.041,49,33.860,-84.277
54366,14,11,18,44.966,6.817,36,53.720,-1.873
54367,22,23,12,55.950,-3.200,15,55.943,-3.183
54368,5,1,16,40.017,-105.281,8,39.755,-104.988
54371,19,25,25,41.885,-87.622,2,40.715,-83.939
54372,16,15,17,60.165,24.608,817,42.025,-50.807
54373,18,12,14,52.070,5.124,29,52.350,4.827
54374,17,16,3,38.419,-82.445,6,38.428,-82.189
54375,21,19,17,30.291,-97.727,350,32.375,-103.665
54376,23,25,25,40.787,-74.014,2,40.743,-74.032
54377,19,4,23,41.816,-87.850,33,43.271,-61.352
54378,22,25,25,40.726,-73.980,1,33.797,-84.353
54379,14,15,11,51.536,-0.103,27,51.510,-0.025
54380,8,10,23,-33.864,151.039,507,-22.042,114.925
54381,16,23,14,52.258,-7.111,5,26.635,-80.096
54382,8,9,25,52.385,6.275,3,49.020,-20.900
54383,22,25,25,31.500,34.750,2,32.165,34.836
54384,1,10,25,-33.850,151.216,2,35.493,-49.369
54386,11,22,4,-37.858,145.169,18,35.809,140.400
54388,7,14,11,14.604,120.982,15,12.879,121.774
54389,17,12,20,59.328,17.934,100,0.000,0.000
54390,6,25,25,38.520,-89.983,1,39.190,-89.320
54391,9,17,15,57.700,13.016,12,58.525,15.468
54392,0,25,25,42.331,-83.045,1,42.553,-82.934
54393,23,22,16,51.216,4.416,17,55.471,7.633
54394,18,25,25,32.221,-110.926,2,39.739,-104.984
54395,23,11,4,-34.833,138.683,12,-32.628,142.742
54396,3,2,1,35.322,139.359,156,35.519,138.097
54397,16,23,3,43.007,-78.965,7,36.401,-98.571
54398,16,13,19,37.083,-8.233,6,41.008,-8.643
54400,11,19,8,49.004,8.385,6,49.005,8.382
54401,3,25,25,-33.733,151.166,1,-33.867,151.210
54402,2,25,25,-12.971,-38.510,1,-23.617,-46.776
54403,1,19,2,30.267,-97.743,12,41.643,-62.461
54404,9,11,20,43.612,-116.391,5,41.660,-118.311
54405,22,2,6,35.704,139.635,9,35.700,139.528
54406,23,2,22,34.079,-118.258,8,36.545,-108.107
54407,21,19,15,41.965,-87.719,170,41.940,-87.639
54408,5,1,4,33.941,-118.302,46,33.946,-118.058
